spot,lead_hours,target,model,rmse,mae,bias,r2,angular_mae_deg,rows
Schausende,1,speed,XGBoost,1.2417435903572593,0.8972691142379958,0.39158688496868477,0.891684933740892,,479
Schausende,1,speed,gfs,6.919030514717964,6.10652719665272,5.850209205020921,-2.2474013662519248,,239
Schausende,1,speed,harmeu,5.297976640695545,4.734937238493724,4.108953974895397,-0.9677950064287009,,478
Schausende,1,speed,iconeu,5.00766406332026,4.427756813417191,3.9318658280922434,-0.7543746268109572,,477
Schausende,1,speed,ifs,4.645231131914489,4.203193277310924,3.571848739495799,-0.46002146457596105,,238
Schausende,1,speed,mean_ensemble,5.2978184106152035,4.721899791231733,4.245198329853863,-0.9716015563947069,,479
Schausende,1,speed,median_ensemble,5.241259968202279,4.683945720250522,4.181398747390397,-0.9297294227977668,,479
Schausende,1,speed,metno,6.935886455277515,6.006820083682008,5.601464435146443,-2.2652875447436,,239
Schausende,1,speed,wrfeuh,4.78724796135298,4.178826086956521,3.6031739130434786,-0.8166943002293512,,230
Schausende,2,speed,XGBoost,1.1308684521533308,0.8567655241596638,0.17970508483193282,0.9090650919062645,,476
Schausende,2,speed,gfs,6.922714591179125,6.166470588235295,5.922100840336134,-2.618765945655119,,238
Schausende,2,speed,harmeu,5.110024770122011,4.5575,4.004936974789916,-0.8567458649631929,,476
Schausende,2,speed,iconeu,4.938199544048631,4.350905263157895,3.8277052631578945,-0.730346508444087,,475
Schausende,2,speed,ifs,4.593126859340112,4.127510548523206,3.584894514767932,-0.5890637323463088,,237
Schausende,2,speed,mean_ensemble,5.229847917836376,4.658137254901961,4.183249299719888,-0.9448431187104012,,476
Schausende,2,speed,median_ensemble,5.157658314168774,4.604936974789916,4.1097689075630255,-0.8915228401556432,,476
Schausende,2,speed,metno,6.875858856979035,5.972447257383966,5.605105485232067,-2.5551956292452367,,237
Schausende,2,speed,wrfeuh,4.928635868917918,4.287161572052403,3.8278602620087328,-1.0437141905818406,,229
Schausende,3,speed,XGBoost,1.3229034114740292,0.9273156789517819,0.2574786665828092,0.883283295993324,,477
Schausende,3,speed,gfs,7.033863398561521,6.362092050209204,6.029958158995815,-2.4405988360506305,,239
Schausende,3,speed,harmeu,5.1571116353330195,4.60566037735849,3.9961006289308174,-0.7737393764998579,,477
Schausende,3,speed,icon,5.399950023013734,4.805355648535565,4.309037656903766,-1.027802523819461,,239
Schausende,3,speed,iconeu,5.021258756108703,4.445378151260504,3.832016806722689,-0.6780045890590816,,476
Schausende,3,speed,ifs,4.784813555019936,4.308781512605041,3.7128991596638654,-0.5878156734218791,,238
Schausende,3,speed,mean_ensemble,5.298051785182345,4.746063691724069,4.18366177498253,-0.872014205427502,,477
Schausende,3,speed,median_ensemble,5.2060110395000345,4.667547169811321,4.099245283018869,-0.8075358159566024,,477
Schausende,3,speed,metno,6.967914641683085,6.11109243697479,5.666302521008404,-2.3625468446918156,,238
Schausende,3,speed,wrfeuh,5.127754572570897,4.549391304347827,4.126608695652174,-1.0838635338094584,,230
Schausende,4,speed,XGBoost,1.302072796418697,0.911328433953975,0.43109321152719665,0.8810586068617147,,478
Schausende,4,speed,gfs,6.914869975512387,6.160669456066946,5.982761506276151,-2.469893927284929,,239
Schausende,4,speed,harmeu,5.163708387353359,4.620271966527196,4.017928870292887,-0.8706214342618934,,478
Schausende,4,speed,iconeu,5.010596967492985,4.434905660377358,3.8719287211740046,-0.7578667229822775,,477
Schausende,4,speed,ifs,4.602570253801289,4.128319327731092,3.6778991596638657,-0.5348851061592594,,238
Schausende,4,speed,mean_ensemble,5.313030329588203,4.740062761506276,4.247691771269177,-0.9803733812234618,,478
Schausende,4,speed,median_ensemble,5.2314617308171325,4.672991631799163,4.172531380753139,-0.9200325684092694,,478
Schausende,4,speed,metno,6.868018227243423,5.953403361344538,5.645924369747899,-2.409465275425633,,238
Schausende,4,speed,wrfeuh,5.227794613576467,4.563130434782608,4.251130434782609,-1.142807640932285,,230
Schausende,5,speed,XGBoost,1.2320289659685515,0.917208882231579,0.3015827400421053,0.8922587558620334,,475
Schausende,5,speed,gfs,6.799615504453422,6.0110504201680675,5.787352941176471,-2.1068525972665313,,238
Schausende,5,speed,harmeu,5.054646221156594,4.518905263157895,3.9268631578947364,-0.8135171955288938,,475
Schausende,5,speed,iconeu,4.913814076292601,4.326244725738397,3.7772995780590715,-0.7105361366525502,,474
Schausende,5,speed,ifs,4.551286320700531,4.1003797468354435,3.5570042194092832,-0.3888092347662748,,237
Schausende,5,speed,mean_ensemble,5.218590470895755,4.645333333333333,4.17980350877193,-0.9330655580806846,,475
Schausende,5,speed,median_ensemble,5.134075738067225,4.577873684210526,4.103810526315789,-0.8709608129658801,,475
Schausende,5,speed,metno,6.841610896744074,5.906413502109704,5.547763713080169,-2.133674400165921,,237
Schausende,5,speed,wrfeuh,5.236252034726656,4.617467248908297,4.178951965065503,-0.9829040392604347,,229
Schausende,6,speed,XGBoost,1.336309233165468,0.8972261317436976,0.19287137888655462,0.8809431328396801,,476
Schausende,6,speed,gfs,6.7573924039410596,5.9923529411764695,5.61798319327731,-1.9328599593279123,,238
Schausende,6,speed,harmeu,5.13459783799892,4.5697478991596645,3.931050420168067,-0.7577349143668324,,476
Schausende,6,speed,icon,5.219047934684814,4.593025210084033,3.9621008403361344,-0.7495067370746746,,238
Schausende,6,speed,iconeu,4.9798478733898355,4.407515789473684,3.7612842105263162,-0.6500879224074021,,475
Schausende,6,speed,ifs,4.480911883536305,4.050379746835443,3.3698734177215193,-0.28518794072786613,,237
Schausende,6,speed,mean_ensemble,5.234319055299818,4.6886594637855135,4.118575430172069,-0.8266733584101689,,476
Schausende,6,speed,median_ensemble,5.155263321690405,4.6169327731092435,4.037773109243698,-0.7719122820180571,,476
Schausende,6,speed,metno,6.8242533787378665,5.945611814345992,5.393459915611814,-1.9817938071458943,,237
Schausende,6,speed,wrfeuh,5.102753131364543,4.479956331877729,3.9886026200873363,-0.9142641675157708,,229
Schausende,7,speed,XGBoost,1.298489698207599,0.9238495446331236,0.3240561115513627,0.8818166429790057,,477
Schausende,7,speed,gfs,6.854463072826084,6.022301255230126,5.7300836820083685,-2.1915319622456018,,239
Schausende,7,speed,harmeu,5.150443712948581,4.586247379454927,3.924025157232704,-0.8593818861288898,,477
Schausende,7,speed,iconeu,4.96633720684579,4.391785714285714,3.7948949579831934,-0.7254865105452053,,476
Schausende,7,speed,ifs,4.564177652881056,4.121344537815125,3.5009243697479,-0.40946413619785593,,238
Schausende,7,speed,mean_ensemble,5.225425931970535,4.65350104821803,4.161146051712088,-0.9139152265294264,,477
Schausende,7,speed,median_ensemble,5.154204406190799,4.593249475890986,4.086918238993711,-0.8620982026872461,,477
Schausende,7,speed,metno,6.974708451483351,6.0329411764705885,5.594789915966387,-2.294999464130362,,238
Schausende,7,speed,wrfeuh,4.995876604108458,4.379782608695652,3.938130434782609,-0.8867185825724913,,230
Schausende,8,speed,XGBoost,1.2126315688405371,0.9216062358649788,0.3045222580590718,0.8957984027871271,,474
Schausende,8,speed,gfs,6.855521812735667,6.078776371308018,5.826033755274262,-2.5363820025536543,,237
Schausende,8,speed,harmeu,5.053179222347508,4.507426160337552,3.867004219409283,-0.8094477175174937,,474
Schausende,8,speed,iconeu,4.885055571074853,4.287383966244725,3.7328270042194096,-0.6910468998049335,,474
Schausende,8,speed,ifs,4.409852413072885,3.9591525423728817,3.4837288135593223,-0.4578828031870439,,236
Schausende,8,speed,mean_ensemble,5.137144317093499,4.582271448663854,4.08654711673699,-0.8700799264891896,,474
Schausende,8,speed,median_ensemble,5.07684503261938,4.529641350210971,4.019219409282701,-0.8264359618764174,,474
Schausende,8,speed,metno,6.921427549431829,6.033813559322034,5.668389830508474,-2.604521944069319,,236
Schausende,8,speed,wrfeuh,4.837209576938762,4.229122807017544,3.7816666666666667,-0.8970201428039044,,228
Schausende,9,speed,XGBoost,1.3755099926560332,0.9685295516631578,0.23745050682105268,0.8740685998287308,,475
Schausende,9,speed,gfs,6.960008632758097,6.249075630252101,5.934033613445379,-2.3661579885138857,,238
Schausende,9,speed,harmeu,5.094734371465256,4.524715789473683,3.8696421052631575,-0.7276255732789447,,475
Schausende,9,speed,icon,5.386227144963612,4.793109243697478,4.225210084033613,-1.0159709397822145,,238
Schausende,9,speed,iconeu,4.958473717120575,4.372869198312236,3.721856540084389,-0.6333561403220505,,474
Schausende,9,speed,ifs,4.566968637033275,4.149367088607596,3.5815189873417728,-0.4440332221723402,,237
Schausende,9,speed,mean_ensemble,5.185236643910059,4.646581453634086,4.055832581453634,-0.7895494171394366,,475
Schausende,9,speed,median_ensemble,5.126538834443043,4.595157894736842,3.9955368421052633,-0.7492627003797612,,475
Schausende,9,speed,metno,6.95463458379323,6.085864978902953,5.611772151898733,-2.3658394722045197,,237
Schausende,9,speed,wrfeuh,4.868125003328791,4.309082969432315,3.797205240174672,-0.7410930507343858,,229
Schausende,10,speed,XGBoost,1.3619047517271707,0.9355871644117647,0.30469551886554624,0.8701288686175892,,476
Schausende,10,speed,gfs,6.866892591671011,6.086596638655462,5.902815126050419,-2.415829760962217,,238
Schausende,10,speed,harmeu,5.078747633128506,4.504978991596638,3.8854411764705876,-0.8060610204839704,,476
Schausende,10,speed,iconeu,4.986524382790891,4.405987394957983,3.811281512605042,-0.7410652502939841,,476
Schausende,10,speed,ifs,4.402022214625804,3.9507594936708856,3.5478902953586497,-0.40035672768075026,,237
Schausende,10,speed,mean_ensemble,5.207059985520664,4.649096638655463,4.131491596638655,-0.8984725201212069,,476
Schausende,10,speed,median_ensemble,5.12831784385124,4.587415966386555,4.051197478991597,-0.8414885459962653,,476
Schausende,10,speed,metno,6.786957708480941,5.877215189873417,5.523291139240507,-2.3422026913625666,,237
Schausende,10,speed,wrfeuh,4.928621559863299,4.29,3.962663755458515,-0.7995517628176312,,229
Schausende,11,speed,XGBoost,1.2700669301723828,0.9406610378012685,0.12691006613107822,0.8858731762721989,,473
Schausende,11,speed,gfs,6.772462079335236,5.957932489451476,5.760295358649789,-2.0717982779090907,,237
Schausende,11,speed,harmeu,4.991653413999897,4.434376321353065,3.8246934460887956,-0.7628824774238436,,473
Schausende,11,speed,iconeu,4.905512625875258,4.312093023255814,3.75154334038055,-0.7025634665021991,,473
Schausende,11,speed,ifs,4.434266558885949,4.022923728813558,3.464618644067797,-0.3126517845792738,,236
Schausende,11,speed,mean_ensemble,5.1380581479382865,4.5734319943622275,4.093939393939394,-0.8678093463143881,,473
Schausende,11,speed,median_ensemble,5.0529924569067015,4.50553911205074,4.007568710359408,-0.80647441166384,,473
Schausende,11,speed,metno,6.800381158310546,5.855254237288136,5.438559322033897,-2.095780366230623,,236
Schausende,11,speed,wrfeuh,5.021152494041687,4.366008771929825,3.9571491228070177,-0.7380062769771047,,228
Schausende,12,speed,XGBoost,1.3545486753473535,0.9510897538818566,0.14617438160337554,0.8781034393215754,,474
Schausende,12,speed,gfs,6.734275887573793,5.934514767932489,5.617637130801686,-1.903289813185581,,237
Schausende,12,speed,harmeu,5.063972252975223,4.519556962025315,3.844198312236287,-0.7036675644453714,,474
Schausende,12,speed,icon,5.231763504506737,4.594599156118143,3.9724894514767928,-0.7522851860020974,,237
Schausende,12,speed,iconeu,4.977286023561189,4.386645569620253,3.737025316455696,-0.6458392583511328,,474
Schausende,12,speed,ifs,4.391191008664536,3.9844915254237288,3.3295762711864407,-0.23237172717953514,,236
Schausende,12,speed,mean_ensemble,5.182619196994554,4.634250552541692,4.068490054249548,-0.7844353540122946,,474
Schausende,12,speed,median_ensemble,5.101761154507052,4.566308016877636,3.9739451476793244,-0.7291890061743787,,474
Schausende,12,speed,metno,6.786511828370313,5.8941949152542366,5.3488559322033895,-1.9470697047380323,,236
Schausende,12,speed,wrfeuh,4.924507990385275,4.275438596491229,3.835614035087719,-0.7559091069667105,,228
